areaCode,areaName,areaType,date,newCasesByPublishDate,newDeaths28DaysByDeathDate,newTestsByPublishDate
W92000004,Wales,nation,2020-09-29,366,4,7819
W92000004,Wales,nation,2020-09-28,286,3,9806
W92000004,Wales,nation,2020-09-27,362,3,10886
W92000004,Wales,nation,2020-09-26,370,2,11737
W92000004,Wales,nation,2020-09-25,320,1,11258
W92000004,Wales,nation,2020-09-24,348,0,10854
W92000004,Wales,nation,2020-09-23,389,3,11030
W92000004,Wales,nation,2020-09-22,281,3,9610
W92000004,Wales,nation,2020-09-21,234,1,9780
W92000004,Wales,nation,2020-09-20,199,1,9850
W92000004,Wales,nation,2020-09-19,212,0,8784
W92000004,Wales,nation,2020-09-18,185,0,9751
W92000004,Wales,nation,2020-09-17,168,2,10784
W92000004,Wales,nation,2020-09-16,199,2,9797
W92000004,Wales,nation,2020-09-15,110,2,9831
W92000004,Wales,nation,2020-09-14,183,0,7902
W92000004,Wales,nation,2020-09-13,162,1,9967
W92000004,Wales,nation,2020-09-12,164,0,11224
W92000004,Wales,nation,2020-09-11,133,1,10337
W92000004,Wales,nation,2020-09-10,102,0,8751
W92000004,Wales,nation,2020-09-09,165,0,7799
W92000004,Wales,nation,2020-09-08,150,0,9607
W92000004,Wales,nation,2020-09-07,133,0,7171
W92000004,Wales,nation,2020-09-06,98,0,5881
W92000004,Wales,nation,2020-09-05,77,0,6514
W92000004,Wales,nation,2020-09-04,51,0,6549
W92000004,Wales,nation,2020-09-03,50,1,6831
W92000004,Wales,nation,2020-09-02,42,0,5938
W92000004,Wales,nation,2020-09-01,51,0,6776
W92000004,Wales,nation,2020-08-31,39,2,4733
W92000004,Wales,nation,2020-08-30,56,0,4423
W92000004,Wales,nation,2020-08-29,40,0,6521
W92000004,Wales,nation,2020-08-28,34,0,5039
W92000004,Wales,nation,2020-08-27,35,0,4704
W92000004,Wales,nation,2020-08-26,34,0,5194
W92000004,Wales,nation,2020-08-25,28,0,4910
W92000004,Wales,nation,2020-08-24,19,1,5806
W92000004,Wales,nation,2020-08-23,20,0,4921
W92000004,Wales,nation,2020-08-22,34,1,5023
W92000004,Wales,nation,2020-08-21,34,0,5021
W92000004,Wales,nation,2020-08-20,19,0,4443
W92000004,Wales,nation,2020-08-19,21,0,3962
W92000004,Wales,nation,2020-08-18,24,2,5979
W92000004,Wales,nation,2020-08-17,14,0,5460
W92000004,Wales,nation,2020-08-16,18,0,7035
W92000004,Wales,nation,2020-08-15,27,0,6762
W92000004,Wales,nation,2020-08-14,18,1,5733
W92000004,Wales,nation,2020-08-13,15,1,5455
W92000004,Wales,nation,2020-08-12,8,1,4272
W92000004,Wales,nation,2020-08-11,13,0,6146
W92000004,Wales,nation,2020-08-10,12,2,7773
W92000004,Wales,nation,2020-08-09,26,0,6809
W92000004,Wales,nation,2020-08-08,19,2,6586
W92000004,Wales,nation,2020-08-07,17,5,5516
W92000004,Wales,nation,2020-08-06,15,0,5019
W92000004,Wales,nation,2020-08-05,14,3,4021
W92000004,Wales,nation,2020-08-04,22,4,4553
W92000004,Wales,nation,2020-08-03,24,1,4661
W92000004,Wales,nation,2020-08-02,37,2,7214
W92000004,Wales,nation,2020-08-01,21,2,6817
W92000004,Wales,nation,2020-07-31,26,4,8246
W92000004,Wales,nation,2020-07-30,9,2,5491
W92000004,Wales,nation,2020-07-29,32,4,4822
W92000004,Wales,nation,2020-07-28,21,2,3640
W92000004,Wales,nation,2020-07-27,45,1,5009
W92000004,Wales,nation,2020-07-26,22,2,7546
W92000004,Wales,nation,2020-07-25,30,2,6869
W92000004,Wales,nation,2020-07-24,45,1,5865
W92000004,Wales,nation,2020-07-23,43,0,6097
W92000004,Wales,nation,2020-07-22,22,1,4213
W92000004,Wales,nation,2020-07-21,22,1,2444
W92000004,Wales,nation,2020-07-20,15,0,5313
W92000004,Wales,nation,2020-07-19,31,0,6875
W92000004,Wales,nation,2020-07-18,10,0,
W92000004,Wales,nation,2020-07-17,16,0,2910
W92000004,Wales,nation,2020-07-16,18,1,3409
W92000004,Wales,nation,2020-07-15,18,0,4319
W92000004,Wales,nation,2020-07-14,21,1,3966
W92000004,Wales,nation,2020-07-13,11,2,4379
W92000004,Wales,nation,2020-07-12,16,0,
W92000004,Wales,nation,2020-07-11,7,1,
W92000004,Wales,nation,2020-07-10,10,0,
W92000004,Wales,nation,2020-07-09,16,1,
W92000004,Wales,nation,2020-07-08,13,1,
W92000004,Wales,nation,2020-07-07,2,1,
W92000004,Wales,nation,2020-07-06,8,2,
W92000004,Wales,nation,2020-07-05,15,2,
W92000004,Wales,nation,2020-07-04,34,2,
W92000004,Wales,nation,2020-07-03,26,0,
W92000004,Wales,nation,2020-07-02,41,3,
W92000004,Wales,nation,2020-07-01,32,4,
W92000004,Wales,nation,2020-06-30,26,4,
W92000004,Wales,nation,2020-06-29,116,3,
W92000004,Wales,nation,2020-06-28,25,2,
W92000004,Wales,nation,2020-06-27,46,6,
W92000004,Wales,nation,2020-06-26,65,2,
W92000004,Wales,nation,2020-06-25,125,9,
W92000004,Wales,nation,2020-06-24,47,6,
W92000004,Wales,nation,2020-06-23,51,1,
W92000004,Wales,nation,2020-06-22,71,2,
W92000004,Wales,nation,2020-06-21,100,5,
W92000004,Wales,nation,2020-06-20,25,3,
W92000004,Wales,nation,2020-06-19,31,4,
W92000004,Wales,nation,2020-06-18,48,0,
W92000004,Wales,nation,2020-06-17,53,1,
W92000004,Wales,nation,2020-06-16,65,8,
W92000004,Wales,nation,2020-06-15,62,6,
W92000004,Wales,nation,2020-06-14,39,6,
W92000004,Wales,nation,2020-06-13,45,6,
W92000004,Wales,nation,2020-06-12,77,4,
W92000004,Wales,nation,2020-06-11,63,5,
W92000004,Wales,nation,2020-06-10,38,7,
W92000004,Wales,nation,2020-06-09,42,4,
W92000004,Wales,nation,2020-06-08,42,7,
W92000004,Wales,nation,2020-06-07,40,8,
W92000004,Wales,nation,2020-06-06,42,9,
W92000004,Wales,nation,2020-06-05,76,4,
W92000004,Wales,nation,2020-06-04,35,12,
W92000004,Wales,nation,2020-06-03,82,7,
W92000004,Wales,nation,2020-06-02,67,5,
W92000004,Wales,nation,2020-06-01,59,9,
W92000004,Wales,nation,2020-05-31,82,7,
W92000004,Wales,nation,2020-05-30,86,10,
W92000004,Wales,nation,2020-05-29,102,11,
W92000004,Wales,nation,2020-05-28,72,16,
W92000004,Wales,nation,2020-05-27,97,6,
W92000004,Wales,nation,2020-05-26,141,10,
W92000004,Wales,nation,2020-05-25,106,10,
W92000004,Wales,nation,2020-05-24,140,12,
W92000004,Wales,nation,2020-05-23,185,7,
W92000004,Wales,nation,2020-05-22,138,10,
W92000004,Wales,nation,2020-05-21,166,9,
W92000004,Wales,nation,2020-05-20,110,7,
W92000004,Wales,nation,2020-05-19,166,11,
W92000004,Wales,nation,2020-05-18,101,10,
W92000004,Wales,nation,2020-05-17,162,11,
W92000004,Wales,nation,2020-05-16,183,13,
W92000004,Wales,nation,2020-05-15,126,16,
W92000004,Wales,nation,2020-05-14,128,12,
W92000004,Wales,nation,2020-05-13,133,16,
W92000004,Wales,nation,2020-05-12,105,11,
W92000004,Wales,nation,2020-05-11,124,15,
W92000004,Wales,nation,2020-05-10,223,10,
W92000004,Wales,nation,2020-05-09,118,7,
W92000004,Wales,nation,2020-05-08,152,13,
W92000004,Wales,nation,2020-05-07,87,19,
W92000004,Wales,nation,2020-05-06,95,23,
W92000004,Wales,nation,2020-05-05,145,17,
W92000004,Wales,nation,2020-05-04,195,23,
W92000004,Wales,nation,2020-05-03,174,14,
W92000004,Wales,nation,2020-05-02,183,14,
W92000004,Wales,nation,2020-05-01,160,29,
W92000004,Wales,nation,2020-04-30,183,16,
W92000004,Wales,nation,2020-04-29,117,26,
W92000004,Wales,nation,2020-04-28,232,15,
W92000004,Wales,nation,2020-04-27,203,16,
W92000004,Wales,nation,2020-04-26,178,16,
W92000004,Wales,nation,2020-04-25,299,29,
W92000004,Wales,nation,2020-04-24,243,31,
W92000004,Wales,nation,2020-04-23,234,18,
W92000004,Wales,nation,2020-04-22,274,23,
W92000004,Wales,nation,2020-04-21,304,30,
W92000004,Wales,nation,2020-04-20,276,25,
W92000004,Wales,nation,2020-04-19,334,26,
W92000004,Wales,nation,2020-04-18,292,32,
W92000004,Wales,nation,2020-04-17,244,29,
W92000004,Wales,nation,2020-04-16,284,35,
W92000004,Wales,nation,2020-04-15,272,38,
W92000004,Wales,nation,2020-04-14,238,26,
W92000004,Wales,nation,2020-04-13,313,43,
W92000004,Wales,nation,2020-04-12,367,37,
W92000004,Wales,nation,2020-04-11,340,31,
W92000004,Wales,nation,2020-04-10,502,25,
W92000004,Wales,nation,2020-04-09,16,43,
W92000004,Wales,nation,2020-04-08,283,42,
W92000004,Wales,nation,2020-04-07,291,32,
W92000004,Wales,nation,2020-04-06,302,20,
W92000004,Wales,nation,2020-04-05,344,30,
W92000004,Wales,nation,2020-04-04,387,31,
W92000004,Wales,nation,2020-04-03,345,29,
W92000004,Wales,nation,2020-04-02,284,28,
W92000004,Wales,nation,2020-04-01,274,21,
W92000004,Wales,nation,2020-03-31,112,15,
W92000004,Wales,nation,2020-03-30,210,16,
W92000004,Wales,nation,2020-03-29,148,18,
W92000004,Wales,nation,2020-03-28,172,15,
W92000004,Wales,nation,2020-03-27,180,10,
W92000004,Wales,nation,2020-03-26,113,11,
W92000004,Wales,nation,2020-03-25,150,10,
W92000004,Wales,nation,2020-03-24,60,9,
W92000004,Wales,nation,2020-03-23,71,4,
W92000004,Wales,nation,2020-03-22,67,5,
W92000004,Wales,nation,2020-03-21,89,7,
W92000004,Wales,nation,2020-03-20,21,2,
W92000004,Wales,nation,2020-03-19,21,3,
W92000004,Wales,nation,2020-03-18,13,0,
W92000004,Wales,nation,2020-03-17,12,0,
W92000004,Wales,nation,2020-03-16,30,3,
W92000004,Wales,nation,2020-03-15,34,,
W92000004,Wales,nation,2020-03-14,22,,
W92000004,Wales,nation,2020-03-13,13,,
W92000004,Wales,nation,2020-03-12,10,,
W92000004,Wales,nation,2020-03-11,9,,
W92000004,Wales,nation,2020-03-10,2,,
W92000004,Wales,nation,2020-03-09,2,,
W92000004,Wales,nation,2020-03-08,0,,
W92000004,Wales,nation,2020-03-07,0,,
W92000004,Wales,nation,2020-03-06,0,,
W92000004,Wales,nation,2020-03-05,1,,
W92000004,Wales,nation,2020-03-04,0,,
W92000004,Wales,nation,2020-03-03,0,,
W92000004,Wales,nation,2020-03-02,0,,
W92000004,Wales,nation,2020-03-01,0,,
W92000004,Wales,nation,2020-02-29,0,,
W92000004,Wales,nation,2020-02-28,1,,
